0.000000 1.000000 3.000000 4.000000
0.010000 1.120000 2.940000 3.630000
0.020000 1.229200 2.881144 3.299928
0.030000 1.328317 2.824062 3.005350
0.040000 1.418061 2.769184 2.742328
0.050000 1.499129 2.716785 2.507364
0.060000 1.572188 2.667020 2.297355
0.070000 1.637878 2.619952 2.109550
0.080000 1.696802 2.575580 1.941507
0.090000 1.749529 2.533849 1.791059
0.100000 1.796588 2.494670 1.656283
0.110000 1.838473 2.457933 1.535474
0.120000 1.875641 2.423509 1.427115
0.130000 1.908513 2.391263 1.329860
0.140000 1.937478 2.361054 1.242511
0.150000 1.962892 2.332745 1.164005
0.160000 1.985083 2.306199 1.093394
0.170000 2.004350 2.281283 1.029834
0.180000 2.020966 2.257872 0.972576
0.190000 2.035181 2.235847 0.920949
0.200000 2.047220 2.215098 0.874358
0.210000 2.057293 2.195519 0.832270
0.220000 2.065587 2.177015 0.794211
0.230000 2.072273 2.159495 0.759758
0.240000 2.077506 2.142879 0.728533
0.250000 2.081428 2.127090 0.700198
0.260000 2.084168 2.112059 0.674452
0.270000 2.085841 2.097723 0.651026
0.280000 2.086554 2.084025 0.629678
0.290000 2.086403 2.070912 0.610195
0.300000 2.085473 2.058336 0.592383
0.310000 2.083845 2.046253 0.576071
0.320000 2.081590 2.034625 0.561104
0.330000 2.078772 2.023415 0.547347
0.340000 2.075450 2.012590 0.534674
0.350000 2.071679 2.002122 0.522977
0.360000 2.067505 1.991983 0.512157
0.370000 2.062974 1.982150 0.502125
0.380000 2.058125 1.972599 0.492804
0.390000 2.052993 1.963312 0.484122
0.400000 2.047612 1.954270 0.476017
0.410000 2.042012 1.945456 0.468431
0.420000 2.036218 1.936856 0.461314
0.430000 2.030257 1.928457 0.454621
0.440000 2.024149 1.920245 0.448312
0.450000 2.017915 1.912209 0.442349
0.460000 2.011572 1.904340 0.436701
0.470000 2.005138 1.896628 0.431338
0.480000 1.998628 1.889064 0.426234
0.490000 1.992054 1.881641 0.421366
0.500000 1.985429 1.874351 0.416713
0.510000 1.978764 1.867188 0.412256
0.520000 1.972070 1.860147 0.407977
0.530000 1.965354 1.853220 0.403863
0.540000 1.958626 1.846404 0.399899
0.550000 1.951893 1.839694 0.396073
0.560000 1.945161 1.833085 0.392375
0.570000 1.938436 1.826573 0.388794
0.580000 1.931725 1.820155 0.385321
0.590000 1.925030 1.813828 0.381950
0.600000 1.918358 1.807587 0.378671
0.610000 1.911712 1.801431 0.375480
0.620000 1.905095 1.795355 0.372370
0.630000 1.898511 1.789359 0.369337
0.640000 1.891962 1.783438 0.366374
0.650000 1.885450 1.777592 0.363479
0.660000 1.878979 1.771817 0.360646
0.670000 1.872549 1.766112 0.357874
0.680000 1.866163 1.760475 0.355158
0.690000 1.859822 1.754905 0.352495
0.700000 1.853527 1.749398 0.349884
0.710000 1.847279 1.743954 0.347321
0.720000 1.841079 1.738571 0.344805
0.730000 1.834929 1.733248 0.342333
0.740000 1.828828 1.727983 0.339903
0.750000 1.822777 1.722776 0.337515
0.760000 1.816777 1.717623 0.335166
0.770000 1.810828 1.712526 0.332854
0.780000 1.804930 1.707481 0.330580
0.790000 1.799083 1.702489 0.328341
0.800000 1.793287 1.697548 0.326136
0.810000 1.787543 1.692657 0.323964
0.820000 1.781850 1.687815 0.321825
0.830000 1.776208 1.683020 0.319717
0.839999 1.770616 1.678274 0.317639
0.849999 1.765076 1.673573 0.315591
0.859999 1.759586 1.668917 0.313572
0.869999 1.754146 1.664307 0.311580
0.879999 1.748755 1.659739 0.309617
0.889999 1.743414 1.655215 0.307680
0.899999 1.738122 1.650733 0.305769
0.909999 1.732879 1.646292 0.303884
0.919999 1.727684 1.641892 0.302024
0.929999 1.722536 1.637532 0.300188
0.939999 1.717436 1.633211 0.298376
0.949999 1.712382 1.628929 0.296588
0.959999 1.707375 1.624685 0.294823
0.969999 1.702414 1.620478 0.293080
0.979999 1.697498 1.616308 0.291359
0.989999 1.692626 1.612174 0.289660
0.999999 1.687799 1.608076 0.287982
1.009999 1.683016 1.604012 0.286325
1.019999 1.678276 1.599983 0.284688
1.029999 1.673578 1.595989 0.283072
1.039999 1.668923 1.592027 0.281475
1.049999 1.664309 1.588098 0.279897
1.059999 1.659736 1.584202 0.278338
1.069999 1.655204 1.580338 0.276798
1.079999 1.650712 1.576505 0.275276
1.089999 1.646260 1.572703 0.273772
1.099999 1.641846 1.568931 0.272285
1.109999 1.637472 1.565190 0.270816
1.119999 1.633135 1.561478 0.269364
1.129999 1.628835 1.557796 0.267929
1.139999 1.624573 1.554142 0.266510
1.149999 1.620347 1.550517 0.265107
1.159999 1.616157 1.546919 0.263720
1.169999 1.612003 1.543350 0.262349
1.179999 1.607884 1.539807 0.260993
1.189999 1.603799 1.536291 0.259652
1.199999 1.599749 1.532802 0.258326
1.209999 1.595732 1.529339 0.257014
1.219999 1.591748 1.525902 0.255717
1.229999 1.587798 1.522490 0.254434
1.239999 1.583879 1.519103 0.253164
1.249999 1.579993 1.515741 0.251909
1.259999 1.576137 1.512403 0.250666
1.269999 1.572313 1.509090 0.249437
1.279999 1.568520 1.505800 0.248221
1.289999 1.564757 1.502534 0.247018
1.299999 1.561023 1.499291 0.245827
1.309999 1.557319 1.496071 0.244649
1.319999 1.553645 1.492873 0.243482
1.329999 1.549998 1.489698 0.242328
1.339999 1.546380 1.486545 0.241186
1.349999 1.542790 1.483414 0.240055
1.359999 1.539228 1.480304 0.238935
1.369999 1.535692 1.477216 0.237827
1.379999 1.532184 1.474148 0.236730
1.389999 1.528702 1.471101 0.235643
1.399999 1.525246 1.468075 0.234568
1.409999 1.521815 1.465069 0.233503
1.419999 1.518411 1.462083 0.232448
1.429999 1.515031 1.459117 0.231404
1.439999 1.511676 1.456170 0.230369
1.449999 1.508346 1.453243 0.229345
1.459999 1.505039 1.450334 0.228330
1.469999 1.501757 1.447445 0.227326
1.479999 1.498498 1.444574 0.226330
1.489999 1.495263 1.441722 0.225344
1.499999 1.492051 1.438888 0.224367
1.509999 1.488861 1.436072 0.223399
1.519999 1.485693 1.433273 0.222441
1.529999 1.482548 1.430493 0.221491
1.539999 1.479425 1.427730 0.220549
1.549999 1.476323 1.424984 0.219616
1.559999 1.473243 1.422255 0.218692
1.569999 1.470183 1.419543 0.217776
1.579999 1.467145 1.416848 0.216869
1.589999 1.464127 1.414169 0.215969
1.599999 1.461130 1.411507 0.215077
1.609999 1.458152 1.408860 0.214193
1.619999 1.455195 1.406230 0.213317
1.629999 1.452257 1.403615 0.212449
1.639999 1.449338 1.401016 0.211588
1.649999 1.446439 1.398433 0.210735
1.659999 1.443559 1.395865 0.209889
1.669999 1.440697 1.393312 0.209050
1.679999 1.437854 1.390774 0.208219
1.689999 1.435029 1.388251 0.207394
1.699999 1.432223 1.385743 0.206576
1.709999 1.429434 1.383249 0.205766
1.719999 1.426663 1.380769 0.204962
1.729999 1.423909 1.378304 0.204164
1.739999 1.421173 1.375853 0.203374
1.749999 1.418454 1.373416 0.202590
1.759999 1.415751 1.370993 0.201812
1.769999 1.413066 1.368583 0.201041
1.779999 1.410397 1.366187 0.200276
1.789999 1.407744 1.363804 0.199517
1.799999 1.405108 1.361435 0.198764
1.809999 1.402488 1.359079 0.198017
1.819999 1.399883 1.356736 0.197276
1.829999 1.397294 1.354406 0.196541
1.839999 1.394721 1.352088 0.195812
1.849999 1.392163 1.349784 0.195089
1.859999 1.389620 1.347492 0.194371
1.869999 1.387092 1.345212 0.193659
1.879999 1.384580 1.342944 0.192953
1.889999 1.382082 1.340689 0.192251
1.899999 1.379598 1.338446 0.191556
1.909999 1.377129 1.336215 0.190865
1.919999 1.374674 1.333995 0.190180
1.929999 1.372233 1.331788 0.189500
1.939999 1.369807 1.329592 0.188825
1.949998 1.367394 1.327408 0.188156
1.959998 1.364994 1.325235 0.187491
1.969998 1.362609 1.323073 0.186831
1.979998 1.360237 1.320923 0.186177
1.989998 1.357878 1.318783 0.185527
1.999998 1.355532 1.316655 0.184881
2.009999 1.353199 1.314538 0.184241
2.019999 1.350880 1.312431 0.183605
2.029999 1.348573 1.310335 0.182974
2.039999 1.346279 1.308250 0.182347
2.049999 1.343997 1.306175 0.181725
2.059999 1.341728 1.304111 0.181108
2.069999 1.339471 1.302057 0.180495
2.079998 1.337226 1.300014 0.179886
2.089998 1.334993 1.297981 0.179281
2.099998 1.332772 1.295957 0.178681
2.109998 1.330563 1.293944 0.178085
2.119998 1.328366 1.291941 0.177493
2.129998 1.326181 1.289947 0.176906
2.139998 1.324007 1.287964 0.176322
2.149998 1.321844 1.285989 0.175743
2.159998 1.319693 1.284025 0.175167
2.169998 1.317553 1.282070 0.174596
2.179998 1.315424 1.280124 0.174028
2.189998 1.313306 1.278188 0.173464
2.199998 1.311199 1.276261 0.172904
2.209998 1.309103 1.274343 0.172348
2.219998 1.307017 1.272435 0.171796
2.229998 1.304942 1.270535 0.171247
2.239998 1.302878 1.268645 0.170702
2.249998 1.300824 1.266763 0.170161
2.259998 1.298780 1.264890 0.169623
2.269998 1.296747 1.263026 0.169089
2.279998 1.294724 1.261170 0.168558
2.289998 1.292710 1.259324 0.168031
2.299998 1.290707 1.257485 0.167507
2.309998 1.288714 1.255655 0.166987
2.319998 1.286730 1.253834 0.166470
2.329998 1.284757 1.252021 0.165957
2.339998 1.282792 1.250216 0.165446
2.349998 1.280838 1.248420 0.164939
2.359998 1.278893 1.246631 0.164436
2.369998 1.276957 1.244851 0.163935
2.379998 1.275031 1.243078 0.163438
